model,mode,task_id,task_type,planning_exec_ready,spec_path,contract_compatible,execution_success,output_valid,row_or_pixel_count,required_fields_ok,geometry_or_raster_ok,duration_seconds,output_path,error_type,error_message
qwen2.5-coder:32b,grounded,T021,zonal_statistics,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T021_grounded.json,1,1,1,2498,1,1,1.335,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T021/T021_temperature_zonal_stats.gpkg,,
qwen2.5-coder:32b,grounded,T022,zonal_statistics,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T022_grounded.json,1,1,1,2498,1,1,1.385,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T022/T022_temperature_mean_by_tract.gpkg,,
qwen2.5-coder:32b,grounded,T023,zonal_statistics,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T023_grounded.json,1,1,1,8,1,1,1.313,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T023/T023_temperature_stats_hot_tracts.gpkg,,
qwen2.5-coder:32b,grounded,T026,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_32b/grounded/T026_grounded.json,1,1,1,117700,1,1,0.331,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_32b/grounded/T026/T026_temperature_choropleth.png,,
qwen2.5-coder:3b,grounded,T014,point_count_join,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T014_grounded.json,1,1,1,1399,1,1,0.078,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T014/T014_tracts_with_schools.gpkg,,
qwen2.5-coder:3b,grounded,T016,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T016_grounded.json,1,1,1,44,1,1,0.009,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T016/T016_temperature_clip.tif,,
qwen2.5-coder:3b,grounded,T017,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T017_grounded.json,1,1,1,44,1,1,0.023,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T017/T017_temperature_clip_nodata.tif,,
qwen2.5-coder:3b,grounded,T018,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T018_grounded.json,1,1,1,44,1,1,0.008,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T018/T018_temperature_clip_boundary_crs.tif,,
qwen2.5-coder:3b,grounded,T019,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T019_grounded.json,1,1,1,44,1,1,0.008,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T019/T019_temperature_clip_compressed.tif,,
qwen2.5-coder:3b,grounded,T020,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T020_grounded.json,1,1,1,44,1,1,0.008,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T020/T020_temperature_clip_metadata.tif,,
qwen2.5-coder:3b,grounded,T026,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/grounded/T026_grounded.json,1,1,1,117700,1,1,0.348,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/grounded/T026/T026_temperature_choropleth.png,,
qwen2.5-coder:7b,grounded,T002,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T002_grounded.json,1,1,1,116,1,1,0.033,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T002/T002_buffer_hospitals_2500m.gpkg,,
qwen2.5-coder:7b,grounded,T017,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T017_grounded.json,1,1,1,117,1,1,0.008,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T017/T017_temperature_clip_nodata.tif,,
qwen2.5-coder:7b,grounded,T018,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T018_grounded.json,1,1,1,117,1,1,0.008,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T018/T018_temperature_clip_boundary_crs.tif,,
qwen2.5-coder:7b,grounded,T020,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T020_grounded.json,1,1,1,117,1,1,0.008,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T020/T020_temperature_clip_metadata.tif,,
qwen2.5-coder:7b,grounded,T021,zonal_statistics,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T021_grounded.json,1,1,1,2498,1,1,1.375,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T021/T021_temperature_zonal_stats.gpkg,,
qwen2.5-coder:7b,grounded,T022,zonal_statistics,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T022_grounded.json,1,1,1,2498,1,1,1.355,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T022/T022_temperature_mean_by_tract.gpkg,,
qwen2.5-coder:7b,grounded,T023,zonal_statistics,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T023_grounded.json,1,1,1,8,1,1,1.298,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T023/T023_temperature_stats_hot_tracts.gpkg,,
qwen2.5-coder:7b,grounded,T026,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T026_grounded.json,1,1,1,117700,1,1,0.346,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T026/T026_temperature_choropleth.png,,
qwen2.5-coder:7b,grounded,T028,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T028_grounded.json,0,0,0,0,0,0,0.000,,ValueError,missing expected layer mentions: ['zonal_input_for_map']
qwen2.5-coder:7b,grounded,T030,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/grounded/T030_grounded.json,1,1,1,117495,1,1,0.601,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/grounded/T030/T030_multivariate_risk_map.png,,
qwen2.5:3b,grounded,T005,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/grounded/T005_grounded.json,1,1,1,116,1,1,0.041,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/grounded/T005/T005_buffer_hospitals_area.gpkg,,
qwen2.5:3b,grounded,T011,point_count_join,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/grounded/T011_grounded.json,1,1,1,2498,1,1,0.097,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/grounded/T011/T011_school_count_by_tract.gpkg,,
qwen2.5:3b,grounded,T014,point_count_join,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/grounded/T014_grounded.json,1,1,1,1399,1,1,0.078,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/grounded/T014/T014_tracts_with_schools.gpkg,,
qwen2.5:3b,grounded,T021,zonal_statistics,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/grounded/T021_grounded.json,1,1,1,2498,1,1,1.349,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/grounded/T021/T021_temperature_zonal_stats.gpkg,,
deepseek-coder:6.7b,geoguard,T001,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/deepseek-coder_6.7b/geoguard/T001_geoguard.json,1,1,1,116,1,1,0.030,experiments/08_workflow_contract_execution/outputs/artifacts/deepseek-coder_6.7b/geoguard/T001/T001_buffer_hospitals.gpkg,,
deepseek-coder:6.7b,geoguard,T002,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/deepseek-coder_6.7b/geoguard/T002_geoguard.json,1,1,1,116,1,1,0.029,experiments/08_workflow_contract_execution/outputs/artifacts/deepseek-coder_6.7b/geoguard/T002/T002_buffer_hospitals_2500m.gpkg,,
deepseek-coder:6.7b,geoguard,T003,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/deepseek-coder_6.7b/geoguard/T003_geoguard.json,1,1,1,1,1,1,0.034,experiments/08_workflow_contract_execution/outputs/artifacts/deepseek-coder_6.7b/geoguard/T003/T003_buffer_hospitals_dissolved.gpkg,,
deepseek-coder:6.7b,geoguard,T004,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/deepseek-coder_6.7b/geoguard/T004_geoguard.json,1,1,1,116,1,1,0.030,experiments/08_workflow_contract_execution/outputs/artifacts/deepseek-coder_6.7b/geoguard/T004/T004_buffer_hospitals_named.gpkg,,
deepseek-coder:6.7b,geoguard,T005,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/deepseek-coder_6.7b/geoguard/T005_geoguard.json,1,1,1,116,1,1,0.029,experiments/08_workflow_contract_execution/outputs/artifacts/deepseek-coder_6.7b/geoguard/T005/T005_buffer_hospitals_area.gpkg,,
deepseek-coder:6.7b,geoguard,T011,point_count_join,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/deepseek-coder_6.7b/geoguard/T011_geoguard.json,1,1,1,2498,1,1,0.095,experiments/08_workflow_contract_execution/outputs/artifacts/deepseek-coder_6.7b/geoguard/T011/T011_school_count_by_tract.gpkg,,
deepseek-coder:6.7b,geoguard,T012,point_count_join,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/deepseek-coder_6.7b/geoguard/T012_geoguard.json,1,1,1,2498,1,1,0.083,experiments/08_workflow_contract_execution/outputs/artifacts/deepseek-coder_6.7b/geoguard/T012/T012_hospital_count_by_tract.gpkg,,
deepseek-coder:6.7b,geoguard,T013,point_count_join,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/deepseek-coder_6.7b/geoguard/T013_geoguard.json,1,1,1,2498,1,1,0.099,experiments/08_workflow_contract_execution/outputs/artifacts/deepseek-coder_6.7b/geoguard/T013/T013_school_density_by_tract.gpkg,,
deepseek-coder:6.7b,geoguard,T014,point_count_join,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/deepseek-coder_6.7b/geoguard/T014_geoguard.json,1,1,1,1399,1,1,0.078,experiments/08_workflow_contract_execution/outputs/artifacts/deepseek-coder_6.7b/geoguard/T014/T014_tracts_with_schools.gpkg,,
deepseek-coder:6.7b,geoguard,T016,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/deepseek-coder_6.7b/geoguard/T016_geoguard.json,1,1,1,44,1,1,0.020,experiments/08_workflow_contract_execution/outputs/artifacts/deepseek-coder_6.7b/geoguard/T016/T016_temperature_clip.tif,,
deepseek-coder:6.7b,geoguard,T018,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/deepseek-coder_6.7b/geoguard/T018_geoguard.json,1,1,1,44,1,1,0.008,experiments/08_workflow_contract_execution/outputs/artifacts/deepseek-coder_6.7b/geoguard/T018/T018_temperature_clip_boundary_crs.tif,,
deepseek-coder:6.7b,geoguard,T019,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/deepseek-coder_6.7b/geoguard/T019_geoguard.json,1,1,1,44,1,1,0.008,experiments/08_workflow_contract_execution/outputs/artifacts/deepseek-coder_6.7b/geoguard/T019/T019_temperature_clip_compressed.tif,,
deepseek-coder:6.7b,geoguard,T020,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/deepseek-coder_6.7b/geoguard/T020_geoguard.json,1,1,1,44,1,1,0.007,experiments/08_workflow_contract_execution/outputs/artifacts/deepseek-coder_6.7b/geoguard/T020/T020_temperature_clip_metadata.tif,,
deepseek-coder:6.7b,geoguard,T030,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/deepseek-coder_6.7b/geoguard/T030_geoguard.json,1,1,1,121807,1,1,0.593,experiments/08_workflow_contract_execution/outputs/artifacts/deepseek-coder_6.7b/geoguard/T030/T030_multivariate_risk_map.png,,
gemma3:4b,geoguard,T002,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/gemma3_4b/geoguard/T002_geoguard.json,1,1,1,116,1,1,0.031,experiments/08_workflow_contract_execution/outputs/artifacts/gemma3_4b/geoguard/T002/T002_buffer_hospitals_2500m.gpkg,,
gemma3:4b,geoguard,T003,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/gemma3_4b/geoguard/T003_geoguard.json,1,1,1,1,1,1,0.037,experiments/08_workflow_contract_execution/outputs/artifacts/gemma3_4b/geoguard/T003/T003_buffer_hospitals_dissolved.gpkg,,
gemma3:4b,geoguard,T005,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/gemma3_4b/geoguard/T005_geoguard.json,1,1,1,116,1,1,0.031,experiments/08_workflow_contract_execution/outputs/artifacts/gemma3_4b/geoguard/T005/T005_buffer_hospitals_area.gpkg,,
gemma3:4b,geoguard,T016,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/gemma3_4b/geoguard/T016_geoguard.json,1,1,1,117,1,1,0.007,experiments/08_workflow_contract_execution/outputs/artifacts/gemma3_4b/geoguard/T016/T016_temperature_clip.tif,,
gemma3:4b,geoguard,T017,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/gemma3_4b/geoguard/T017_geoguard.json,1,1,1,117,1,1,0.008,experiments/08_workflow_contract_execution/outputs/artifacts/gemma3_4b/geoguard/T017/T017_temperature_clip_nodata.tif,,
gemma3:4b,geoguard,T018,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/gemma3_4b/geoguard/T018_geoguard.json,1,1,1,117,1,1,0.008,experiments/08_workflow_contract_execution/outputs/artifacts/gemma3_4b/geoguard/T018/T018_temperature_clip_boundary_crs.tif,,
gemma3:4b,geoguard,T019,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/gemma3_4b/geoguard/T019_geoguard.json,1,1,1,117,1,1,0.008,experiments/08_workflow_contract_execution/outputs/artifacts/gemma3_4b/geoguard/T019/T019_temperature_clip_compressed.tif,,
gemma3:4b,geoguard,T020,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/gemma3_4b/geoguard/T020_geoguard.json,1,1,1,117,1,1,0.008,experiments/08_workflow_contract_execution/outputs/artifacts/gemma3_4b/geoguard/T020/T020_temperature_clip_metadata.tif,,
gemma3:4b,geoguard,T026,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/gemma3_4b/geoguard/T026_geoguard.json,1,1,1,117700,1,1,0.355,experiments/08_workflow_contract_execution/outputs/artifacts/gemma3_4b/geoguard/T026/T026_temperature_choropleth.png,,
gemma3:4b,geoguard,T027,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/gemma3_4b/geoguard/T027_geoguard.json,1,0,0,0,0,0,0.082,,ValueError,"'Viridis' is not a valid value for cmap; supported values are 'Accent', 'Accent_r', 'Blues', 'Blues_r', 'BrBG', 'BrBG_r', 'BuGn', 'BuGn_r', 'BuPu', 'BuPu_r', 'CMRmap', 'CMRmap_r', 'Dark2', 'Dark2_r', 'GnBu', 'GnBu_r', 'Grays', 'Greens', 'Gr"
gemma3:4b,geoguard,T028,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/gemma3_4b/geoguard/T028_geoguard.json,0,0,0,0,0,0,0.000,,ValueError,missing expected layer mentions: ['zonal_input_for_map']
gemma3:4b,geoguard,T029,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/gemma3_4b/geoguard/T029_geoguard.json,1,0,0,0,0,0,0.070,,ValueError,"'Viridis' is not a valid value for cmap; supported values are 'Accent', 'Accent_r', 'Blues', 'Blues_r', 'BrBG', 'BrBG_r', 'BuGn', 'BuGn_r', 'BuPu', 'BuPu_r', 'CMRmap', 'CMRmap_r', 'Dark2', 'Dark2_r', 'GnBu', 'GnBu_r', 'Grays', 'Greens', 'Gr"
gemma3:4b,geoguard,T030,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/gemma3_4b/geoguard/T030_geoguard.json,1,1,1,121141,1,1,0.596,experiments/08_workflow_contract_execution/outputs/artifacts/gemma3_4b/geoguard/T030/T030_multivariate_risk_map.png,,
llama3.2:3b,geoguard,T002,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/llama3.2_3b/geoguard/T002_geoguard.json,0,0,0,0,0,0,0.000,,ValueError,missing expected layer mentions: ['study_boundary']
llama3.2:3b,geoguard,T003,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/llama3.2_3b/geoguard/T003_geoguard.json,1,1,1,1,1,1,0.037,experiments/08_workflow_contract_execution/outputs/artifacts/llama3.2_3b/geoguard/T003/T003_buffer_hospitals_dissolved.gpkg,,
llama3.2:3b,geoguard,T005,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/llama3.2_3b/geoguard/T005_geoguard.json,1,1,1,116,1,1,0.031,experiments/08_workflow_contract_execution/outputs/artifacts/llama3.2_3b/geoguard/T005/T005_buffer_hospitals_area.gpkg,,
llama3.2:3b,geoguard,T015,point_count_join,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/llama3.2_3b/geoguard/T015_geoguard.json,0,0,0,0,0,0,0.000,,ValueError,missing expected layer mentions: ['hospital_points']
llama3.2:3b,geoguard,T016,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/llama3.2_3b/geoguard/T016_geoguard.json,1,1,1,44,1,1,0.009,experiments/08_workflow_contract_execution/outputs/artifacts/llama3.2_3b/geoguard/T016/T016_temperature_clip.tif,,
llama3.2:3b,geoguard,T017,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/llama3.2_3b/geoguard/T017_geoguard.json,0,0,0,0,0,0,0.000,,ValueError,missing expected layer mentions: ['study_boundary']
llama3.2:3b,geoguard,T018,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/llama3.2_3b/geoguard/T018_geoguard.json,1,1,1,44,1,1,0.008,experiments/08_workflow_contract_execution/outputs/artifacts/llama3.2_3b/geoguard/T018/T018_temperature_clip_boundary_crs.tif,,
llama3.2:3b,geoguard,T019,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/llama3.2_3b/geoguard/T019_geoguard.json,1,1,1,44,1,1,0.022,experiments/08_workflow_contract_execution/outputs/artifacts/llama3.2_3b/geoguard/T019/T019_temperature_clip_compressed.tif,,
llama3.2:3b,geoguard,T020,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/llama3.2_3b/geoguard/T020_geoguard.json,1,1,1,44,1,1,0.008,experiments/08_workflow_contract_execution/outputs/artifacts/llama3.2_3b/geoguard/T020/T020_temperature_clip_metadata.tif,,
llama3.2:3b,geoguard,T028,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/llama3.2_3b/geoguard/T028_geoguard.json,0,0,0,0,0,0,0.000,,ValueError,missing expected layer mentions: ['zonal_input_for_map']
llama3.2:3b,geoguard,T030,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/llama3.2_3b/geoguard/T030_geoguard.json,1,1,1,121807,1,1,0.585,experiments/08_workflow_contract_execution/outputs/artifacts/llama3.2_3b/geoguard/T030/T030_multivariate_risk_map.png,,
mistral:7b,geoguard,T002,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/mistral_7b/geoguard/T002_geoguard.json,0,0,0,0,0,0,0.000,,ValueError,missing expected layer mentions: ['study_boundary']
mistral:7b,geoguard,T003,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/mistral_7b/geoguard/T003_geoguard.json,1,1,1,1,1,1,0.037,experiments/08_workflow_contract_execution/outputs/artifacts/mistral_7b/geoguard/T003/T003_buffer_hospitals_dissolved.gpkg,,
mistral:7b,geoguard,T004,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/mistral_7b/geoguard/T004_geoguard.json,0,0,0,0,0,0,0.000,,ValueError,missing expected layer mentions: ['study_boundary']
mistral:7b,geoguard,T017,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/mistral_7b/geoguard/T017_geoguard.json,0,0,0,0,0,0,0.000,,ValueError,missing expected layer mentions: ['study_boundary']
mistral:7b,geoguard,T018,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/mistral_7b/geoguard/T018_geoguard.json,1,1,1,117,1,1,0.024,experiments/08_workflow_contract_execution/outputs/artifacts/mistral_7b/geoguard/T018/T018_temperature_clip_boundary_crs.tif,,
mistral:7b,geoguard,T020,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/mistral_7b/geoguard/T020_geoguard.json,1,1,1,117,1,1,0.008,experiments/08_workflow_contract_execution/outputs/artifacts/mistral_7b/geoguard/T020/T020_temperature_clip_metadata.tif,,
mistral:7b,geoguard,T026,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/mistral_7b/geoguard/T026_geoguard.json,1,1,1,121702,1,1,0.333,experiments/08_workflow_contract_execution/outputs/artifacts/mistral_7b/geoguard/T026/T026_temperature_choropleth.png,,
mistral:7b,geoguard,T030,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/mistral_7b/geoguard/T030_geoguard.json,1,1,1,121757,1,1,0.604,experiments/08_workflow_contract_execution/outputs/artifacts/mistral_7b/geoguard/T030/T030_multivariate_risk_map.png,,
phi3:mini,geoguard,T017,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/phi3_mini/geoguard/T017_geoguard.json,0,0,0,0,0,0,0.000,,ValueError,missing expected layer mentions: ['study_boundary']
phi3:mini,geoguard,T019,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/phi3_mini/geoguard/T019_geoguard.json,0,0,0,0,0,0,0.000,,ValueError,missing expected layer mentions: ['study_boundary']
phi3:mini,geoguard,T028,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/phi3_mini/geoguard/T028_geoguard.json,1,1,1,120610,1,1,0.559,experiments/08_workflow_contract_execution/outputs/artifacts/phi3_mini/geoguard/T028/T028_flood_exposure_choropleth.png,,
qwen2.5-coder:1.5b,geoguard,T001,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_1.5b/geoguard/T001_geoguard.json,1,1,1,116,1,1,0.030,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_1.5b/geoguard/T001/T001_buffer_hospitals.gpkg,,
qwen2.5-coder:1.5b,geoguard,T002,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_1.5b/geoguard/T002_geoguard.json,1,1,1,116,1,1,0.030,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_1.5b/geoguard/T002/T002_buffer_hospitals_2500m.gpkg,,
qwen2.5-coder:1.5b,geoguard,T003,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_1.5b/geoguard/T003_geoguard.json,1,1,1,1,1,1,0.036,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_1.5b/geoguard/T003/T003_buffer_hospitals_dissolved.gpkg,,
qwen2.5-coder:1.5b,geoguard,T004,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_1.5b/geoguard/T004_geoguard.json,1,1,1,116,1,1,0.030,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_1.5b/geoguard/T004/T004_buffer_hospitals_named.gpkg,,
qwen2.5-coder:1.5b,geoguard,T005,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_1.5b/geoguard/T005_geoguard.json,1,1,1,116,1,1,0.030,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_1.5b/geoguard/T005/T005_buffer_hospitals_area.gpkg,,
